MPN,Manufacturer,Description,Symbol,Footprint,Series,Type,VF,IR,VR,TRR,RoHS,Mouser PN,JLCPCB Type,JLCPCB PN,Datasheet
ES2D,onsemi,2.0A Ultra Fast Recovery Rectifier,Device:D,DO:DIOM5336X265_NOMB,ES2D,Fast Recovery Rectifiers,0.9V,2A,200V,35ns,Compliant,512-ES2D,Extended,C232831,https://www.onsemi.com/download/data-sheet/pdf/es2d-d.pdf
