MPN,Manufacturer,Description,Symbol,Footprint,Turns Ratio,Inductance,Power Rating,RoHS,Mouser PN,JLCPCB Type,JLCPCB PN,Datasheet
750318962,Wurth Elektronik,1.6:1:1:1 95W WE-POE++ Power Transformer,Transformers:WE-POE_EFD20_3W_2W_PRI_PARALLEL,Transformers:WE-POE_EFD20,1.6:1:1:1,66u,95W,Compliant,710-750318962,Extended,C17483236,https://www.we-online.com/components/products/datasheet/750318962.pdf
