MPN,Manufacturer,Description,Symbol,Footprint,Turns Ratio,Inductance,RoHS,Mouser PN,JLCPCB Type,JLCPCB PN,Datasheet
760301105,Wurth Elektronik,1:1:1 WE-GDT Pulse Transformer,Transformers:WE-GDT_EP5_1W_2W,Transformers:WE-GPT_EP5,01:01:01,260u,Compliant,710-760301105,Extended,C6090055,https://www.we-online.com/components/products/datasheet/760301105.pdf
